schema,id,record_id,record_id_scheme,source_native_id,source_native_type,canonical_source_url,title,description,url,publisher,publisher_id,authority_tier,record_type,kind,source_family,source_families,source_native_ids,jurisdiction,jurisdiction_state,audience,access_model,access_state,authentication,licence,licence_state,rights_state,rights_ref,authority_role,derivation,lifecycle_state,evidence_refs,cadence,cadence_state,formats,topics,languages,language_state,curation,publisher_last_updated,observed_at,caveats,caveat_ids,source_urls
okf-hmlr-record.v2,hmlr-bfe22fb7de46edc05d088566,hmlr-bfe22fb7de46edc05d088566,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2017,transparency,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2017,HM Land Registry workforce management information: May 2017,Find out how many people are employed by HM Land Registry and the monthly pay bill.,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2017,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2017,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2017-07-13T10:05:00Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2017
okf-hmlr-record.v2,hmlr-ff12c6f430668d12789bfb0e,hmlr-ff12c6f430668d12789bfb0e,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2018,transparency,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2018,HM Land Registry workforce management information: May 2018,Find out how many people are employed by HM Land Registry and the monthly pay.,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2018,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2018,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2018-06-19T14:38:41Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2018
okf-hmlr-record.v2,hmlr-9c6b392e7b3d434e9f00555b,hmlr-9c6b392e7b3d434e9f00555b,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2019,transparency,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2019,HM Land Registry workforce management information: May 2019,Find out how many people are employed by HM Land Registry and the monthly pay.,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2019,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2019,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2019-10-25T09:45:53Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-may-2019
okf-hmlr-record.v2,hmlr-80852ffabed9763efd6c24e8,hmlr-80852ffabed9763efd6c24e8,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-november-2017,transparency,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-november-2017,HM Land Registry workforce management information: November 2017,Find out how many people are employed by HM Land Registry and the monthly pay.,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-november-2017,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-november-2017,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2017-12-15T11:13:00Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-november-2017
okf-hmlr-record.v2,hmlr-78d43230a8d0b2bc3da34587,hmlr-78d43230a8d0b2bc3da34587,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-november-2019,transparency,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-november-2019,HM Land Registry workforce management information: November 2019,Find out how many people are employed by HM Land Registry and the monthly pay.,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-november-2019,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-november-2019,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2019-12-20T11:46:11Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-november-2019
okf-hmlr-record.v2,hmlr-4f98ca08f703b73a16626dc8,hmlr-4f98ca08f703b73a16626dc8,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2017,transparency,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2017,HM Land Registry workforce management information: October 2017,Find out how many people are employed by HM Land Registry and the monthly pay.,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2017,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2017,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2017-11-15T14:56:00Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2017
okf-hmlr-record.v2,hmlr-db031e3a15dab1ce63844d5f,hmlr-db031e3a15dab1ce63844d5f,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2018,transparency,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2018,HM Land Registry workforce management information: October 2018,Find out how many people are employed by HM Land Registry and the monthly pay.,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2018,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2018,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2018-11-27T10:22:05Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2018
okf-hmlr-record.v2,hmlr-333dda5b178aa521a96bfd5f,hmlr-333dda5b178aa521a96bfd5f,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2019,transparency,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2019,HM Land Registry workforce management information: October 2019,Find out how many people are employed by HM Land Registry and the monthly pay.,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2019,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2019,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2019-11-08T10:31:50Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-october-2019
okf-hmlr-record.v2,hmlr-0c6ea0b834aa4033ab6decc0,hmlr-0c6ea0b834aa4033ab6decc0,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2017,transparency,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2017,HM Land Registry workforce management information: September 2017,Find out how many people are employed by HM Land Registry and the monthly pay.,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2017,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2017,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2017-10-16T11:02:00Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2017
okf-hmlr-record.v2,hmlr-6707aae08a8bc10f3cdc67ca,hmlr-6707aae08a8bc10f3cdc67ca,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2018,transparency,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2018,HM Land Registry workforce management information: September 2018,Find out how many people are employed by HM Land Registry and the monthly pay.,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2018,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2018,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2018-10-18T15:21:32Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2018
okf-hmlr-record.v2,hmlr-5cc30e318846ba4ef0f13c31,hmlr-5cc30e318846ba4ef0f13c31,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2019,transparency,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2019,HM Land Registry workforce management information: September 2019,Find out how many people are employed by HM Land Registry and the monthly pay.,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2019,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2019,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2019-10-25T09:54:26Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registry-workforce-management-information-september-2019
okf-hmlr-record.v2,hmlr-adc836811df587a140ff67cd,hmlr-adc836811df587a140ff67cd,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/software-suppliers-integrated-with-business-gateway,guidance,https://www.gov.uk/government/publications/software-suppliers-integrated-with-business-gateway,HM Land Registry's Business Gateway: compatible software suppliers,Find out which suppliers have developed software to communicate with Business Gateway.,https://www.gov.uk/government/publications/software-suppliers-integrated-with-business-gateway,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,guidance,guidance,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/software-suppliers-integrated-with-business-gateway,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,guidance,,unknown,source-native,2024-04-11T15:02:57Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-NO-RESTRICTED-AUTOMATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/software-suppliers-integrated-with-business-gateway
okf-hmlr-record.v2,hmlr-74bc82574d084cb900dc7ab1,hmlr-74bc82574d084cb900dc7ab1,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-april-2017-return,transparency,https://www.gov.uk/government/publications/hm-land-registrys-gpc-april-2017-return,HM Land Registry's GPC: April 2017 return,Expenditure over £500 by HM Land Registry using the Government Procurement Card (GPC).,https://www.gov.uk/government/publications/hm-land-registrys-gpc-april-2017-return,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-april-2017-return,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2017-07-12T13:18:00Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registrys-gpc-april-2017-return
okf-hmlr-record.v2,hmlr-e37547f2185cea26729e66d4,hmlr-e37547f2185cea26729e66d4,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-august-2017-return,transparency,https://www.gov.uk/government/publications/hm-land-registrys-gpc-august-2017-return,HM Land Registry's GPC: August 2017 return,Expenditure over £500 by HM Land Registry using the Government Procurement Card (GPC).,https://www.gov.uk/government/publications/hm-land-registrys-gpc-august-2017-return,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-august-2017-return,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2017-12-15T10:34:57Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registrys-gpc-august-2017-return
okf-hmlr-record.v2,hmlr-a9fd1bbdd5cf639d45390da2,hmlr-a9fd1bbdd5cf639d45390da2,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-december-2017-return,transparency,https://www.gov.uk/government/publications/hm-land-registrys-gpc-december-2017-return,HM Land Registry's GPC: December 2017 return,Expenditure over £500 by HM Land Registry using the Government Procurement Card (GPC).,https://www.gov.uk/government/publications/hm-land-registrys-gpc-december-2017-return,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-december-2017-return,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2018-02-22T10:22:30Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registrys-gpc-december-2017-return
okf-hmlr-record.v2,hmlr-3ed73ea76f49000eb7a38ceb,hmlr-3ed73ea76f49000eb7a38ceb,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-february-2017-return,transparency,https://www.gov.uk/government/publications/hm-land-registrys-gpc-february-2017-return,HM Land Registry's GPC: February 2017 return,Expenditure over £500 by HM Land Registry using the Government Procurement Card (GPC).,https://www.gov.uk/government/publications/hm-land-registrys-gpc-february-2017-return,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-february-2017-return,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2017-04-13T14:23:00Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registrys-gpc-february-2017-return
okf-hmlr-record.v2,hmlr-47f8aebe7d7237aace9584fb,hmlr-47f8aebe7d7237aace9584fb,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-july-2017-return,transparency,https://www.gov.uk/government/publications/hm-land-registrys-gpc-july-2017-return,HM Land Registry's GPC: July 2017 return,Expenditure over £500 by HM Land Registry using the Government Procurement Card (GPC).,https://www.gov.uk/government/publications/hm-land-registrys-gpc-july-2017-return,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-july-2017-return,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2017-12-15T10:34:18Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registrys-gpc-july-2017-return
okf-hmlr-record.v2,hmlr-b1ed20738f7d0792416b6504,hmlr-b1ed20738f7d0792416b6504,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-june-2017-return,transparency,https://www.gov.uk/government/publications/hm-land-registrys-gpc-june-2017-return,HM Land Registry's GPC: June 2017 return,Expenditure over £500 by HM Land Registry using the Government Procurement Card (GPC).,https://www.gov.uk/government/publications/hm-land-registrys-gpc-june-2017-return,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-june-2017-return,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2017-07-13T07:38:00Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registrys-gpc-june-2017-return
okf-hmlr-record.v2,hmlr-0d57a637e6a0fe9002af071d,hmlr-0d57a637e6a0fe9002af071d,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-march-2017-return,transparency,https://www.gov.uk/government/publications/hm-land-registrys-gpc-march-2017-return,HM Land Registry's GPC: March 2017 return,Expenditure over £500 by HM Land Registry using the Government Procurement Card (GPC).,https://www.gov.uk/government/publications/hm-land-registrys-gpc-march-2017-return,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-march-2017-return,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2017-07-12T13:18:00Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registrys-gpc-march-2017-return
okf-hmlr-record.v2,hmlr-d6e47ec98e4eb680b0187b4f,hmlr-d6e47ec98e4eb680b0187b4f,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-may-2017-return,transparency,https://www.gov.uk/government/publications/hm-land-registrys-gpc-may-2017-return,HM Land Registry's GPC: May 2017 return,Expenditure over £500 by HM Land Registry using the Government Procurement Card (GPC).,https://www.gov.uk/government/publications/hm-land-registrys-gpc-may-2017-return,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-may-2017-return,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2017-07-13T07:38:00Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registrys-gpc-may-2017-return
okf-hmlr-record.v2,hmlr-e801765e2da2b29288a743e1,hmlr-e801765e2da2b29288a743e1,sha256(source_family NUL source_native_id)-24,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-november-2017-return,transparency,https://www.gov.uk/government/publications/hm-land-registrys-gpc-november-2017-return,HM Land Registry's GPC: November 2017 return,Expenditure over £500 by HM Land Registry using the Government Procurement Card (GPC).,https://www.gov.uk/government/publications/hm-land-registrys-gpc-november-2017-return,HM Land Registry,https://www.gov.uk/government/organisations/land-registry,A,transparency,corporate,govuk-search,govuk-search,govuk:https://www.gov.uk/government/publications/hm-land-registrys-gpc-november-2017-return,,unknown,,public-web,public,none for this publication metadata,,unknown,open-with-conditions,RIGHT-GOVUK,publisher-authoritative-source,normalized-frozen-source-metadata,unknown,EV-ACQUISITION-SNAPSHOT | EV-GOVUK-SEARCH,,unknown,HTML,transparency,,unknown,source-native,2018-02-21T16:09:27Z,2026-07-29T09:19:15Z,"Search metadata is a discovery record, not the full document or legal advice. | Publisher modification time is not dataset release, registration or legal currency.",CAV-BOUNDED-COVERAGE | CAV-DATE-SEPARATION | CAV-RIGHTS-AND-ACCESS | CAV-SOURCE-AUTHORITY,https://www.gov.uk/government/publications/hm-land-registrys-gpc-november-2017-return
